date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:45:51	1606/1606	---M--	200	added ('OK')	text/css	etag:%225b3451-646-559b442b9a000%22	http://joaomalta.com.br/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=4.9	C:/My%20Web%20Sites/http___joaomalta.com.br/joaomalta.com.br/wp-content/plugins/contact-form-7/includes/css/styles33a6.css	(from http://joaomalta.com.br/)
21:45:52	0/0	---M--	200	added ('OK')	text/html	date:Thu,%2024%20Jun%202021%2000:47:00%20GMT	http://joaomalta.com.br/wp-content/themes/joao_malta/	C:/My%20Web%20Sites/http___joaomalta.com.br/joaomalta.com.br/wp-content/themes/joao_malta/index.html	(from http://joaomalta.com.br/)
21:45:52	34645/34645	---M--	200	added ('OK')	text/css	etag:%225b61a6-8755-559b444371840%22	http://joaomalta.com.br/wp-content/plugins/revslider/public/assets/css/settings.css?ver=5.1.6	C:/My%20Web%20Sites/http___joaomalta.com.br/joaomalta.com.br/wp-content/plugins/revslider/public/assets/css/settingsb62d.css	(from http://joaomalta.com.br/)
21:45:53	374/374	---M--	200	added ('OK')	text/css	etag:%225b655d-176-559b4414b6a00%22	http://joaomalta.com.br/wp-content/plugins/wp-pagenavi/pagenavi-css.css?ver=2.70	C:/My%20Web%20Sites/http___joaomalta.com.br/joaomalta.com.br/wp-content/plugins/wp-pagenavi/pagenavi-css44fd.css	(from http://joaomalta.com.br/)
21:45:53	96874/96874	---M--	200	added ('OK')	application/x-javascript	etag:%225ba44c-17a6a-591c8e8b14957%22	http://joaomalta.com.br/wp-includes/js/jquery/jquery.js?ver=1.12.4	C:/My%20Web%20Sites/http___joaomalta.com.br/joaomalta.com.br/wp-includes/js/jquery/jqueryb8ff.js	(from http://joaomalta.com.br/)
21:45:54	10056/10056	---M--	200	added ('OK')	application/x-javascript	etag:%225ba3e7-2748-559b447414b00%22	http://joaomalta.com.br/wp-includes/js/jquery/jquery-migrate.min.js?ver=1.4.1	C:/My%20Web%20Sites/http___joaomalta.com.br/joaomalta.com.br/wp-includes/js/jquery/jquery-migrate.min330a.js	(from http://joaomalta.com.br/)
21:45:54	104628/104628	---M--	200	added ('OK')	application/x-javascript	etag:%225b636e-198b4-559b444371840%22	http://joaomalta.com.br/wp-content/plugins/revslider/public/assets/js/jquery.themepunch.tools.min.js?ver=5.1.6	C:/My%20Web%20Sites/http___joaomalta.com.br/joaomalta.com.br/wp-content/plugins/revslider/public/assets/js/jquery.themepunch.tools.minb62d.js	(from http://joaomalta.com.br/)
21:45:56	48501/48501	---M--	200	added ('OK')	application/x-javascript	etag:%225b6364-bd75-559b444371840%22	http://joaomalta.com.br/wp-content/plugins/revslider/public/assets/js/jquery.themepunch.revolution.min.js?ver=5.1.6	C:/My%20Web%20Sites/http___joaomalta.com.br/joaomalta.com.br/wp-content/plugins/revslider/public/assets/js/jquery.themepunch.revolution.minb62d.js	(from http://joaomalta.com.br/)
21:45:58	331/331	---M--	403	error ('Forbidden')	text/html	date:Thu,%2024%20Jun%202021%2000:47:05%20GMT	http://joaomalta.com.br/xmlrpc.php?rsd	C:/My%20Web%20Sites/http___joaomalta.com.br/joaomalta.com.br/xmlrpc0db0.php	(from http://joaomalta.com.br/)
21:45:58	1045/1045	---M--	200	added ('OK')	text/xml	etag:%225b9473-415-559b4463de4c0%22	http://joaomalta.com.br/wp-includes/wlwmanifest.xml	C:/My%20Web%20Sites/http___joaomalta.com.br/joaomalta.com.br/wp-includes/wlwmanifest.xml	(from http://joaomalta.com.br/)
21:46:01	12172/12172	---M--	200	added ('OK')	image/png	etag:%225b80cb-2f8c-55a31c98e5940%22	http://joaomalta.com.br/wp-content/uploads/2017/09/logo_jm.png	C:/My%20Web%20Sites/http___joaomalta.com.br/joaomalta.com.br/wp-content/uploads/2017/09/logo_jm.png	(from http://joaomalta.com.br/)
21:46:03	247597/247597	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03ec4-3c72d%22	http://cdnjs.cloudflare.com/ajax/libs/jquery/2.1.4/jquery.js	C:/My%20Web%20Sites/http___joaomalta.com.br/cdnjs.cloudflare.com/ajax/libs/jquery/2.1.4/jquery.js	(from http://joaomalta.com.br/)
21:46:06	57632/57632	---MC-	200	added ('OK')	application/json	date:Thu,%2024%20Jun%202021%2000:47:05%20GMT	http://joaomalta.com.br/wp-json/	C:/My%20Web%20Sites/http___joaomalta.com.br/joaomalta.com.br/wp-json/index.html	(from http://joaomalta.com.br/)
21:46:09	49377/49377	---MC-	200	added ('OK')	text/javascript	date:Wed,%2009%20Jun%202021%2017:36:57%20GMT	https://www.google-analytics.com/analytics.js	C:/My%20Web%20Sites/http___joaomalta.com.br/www.google-analytics.com/analytics.js	(from http://joaomalta.com.br/)
21:46:13	81179/81179	---M--	200	added ('OK')	image/jpeg	etag:%225b7a0e-13d1b-55a593c036d40%22	http://joaomalta.com.br/wp-content/uploads/2017/09/jm_banner-site_170929_review3.jpg	C:/My%20Web%20Sites/http___joaomalta.com.br/joaomalta.com.br/wp-content/uploads/2017/09/jm_banner-site_170929_review3.jpg	(from http://joaomalta.com.br/)
21:46:16	16400/16400	---M--	200	added ('OK')	image/png	etag:%225b674e-4010-559b442028500%22	http://joaomalta.com.br/wp-content/themes/joao_malta/img/b3-detalhe.png	C:/My%20Web%20Sites/http___joaomalta.com.br/joaomalta.com.br/wp-content/themes/joao_malta/img/b3-detalhe.png	(from http://joaomalta.com.br/)
21:46:18	101403/101403	---M--	200	added ('OK')	image/jpeg	etag:%225b789b-18c1b-55a593c21f1c0%22	http://joaomalta.com.br/wp-content/uploads/2017/09/jm_banner-site_170929_review.jpg	C:/My%20Web%20Sites/http___joaomalta.com.br/joaomalta.com.br/wp-content/uploads/2017/09/jm_banner-site_170929_review.jpg	(from http://joaomalta.com.br/)
21:46:19	1721/1721	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2021%20Sep%202017%2014:53:44%20GMT	http://joaomalta.com.br/wp-content/uploads/2017/09/b4-ico-1.svg	C:/My%20Web%20Sites/http___joaomalta.com.br/joaomalta.com.br/wp-content/uploads/2017/09/b4-ico-1.svg	(from http://joaomalta.com.br/)
21:46:19	1606/1606	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2021%20Sep%202017%2014:53:44%20GMT	http://joaomalta.com.br/wp-content/uploads/2017/09/b4-ico-2.svg	C:/My%20Web%20Sites/http___joaomalta.com.br/joaomalta.com.br/wp-content/uploads/2017/09/b4-ico-2.svg	(from http://joaomalta.com.br/)
21:46:19	1679/1679	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2021%20Sep%202017%2014:53:45%20GMT	http://joaomalta.com.br/wp-content/uploads/2017/09/b4-ico-3.svg	C:/My%20Web%20Sites/http___joaomalta.com.br/joaomalta.com.br/wp-content/uploads/2017/09/b4-ico-3.svg	(from http://joaomalta.com.br/)
21:46:19	1792/1792	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2021%20Sep%202017%2014:53:45%20GMT	http://joaomalta.com.br/wp-content/uploads/2017/09/b4-ico-4.svg	C:/My%20Web%20Sites/http___joaomalta.com.br/joaomalta.com.br/wp-content/uploads/2017/09/b4-ico-4.svg	(from http://joaomalta.com.br/)
21:46:20	836/836	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2021%20Sep%202017%2014:53:45%20GMT	http://joaomalta.com.br/wp-content/uploads/2017/09/b4-ico-5.svg	C:/My%20Web%20Sites/http___joaomalta.com.br/joaomalta.com.br/wp-content/uploads/2017/09/b4-ico-5.svg	(from http://joaomalta.com.br/)
21:46:20	935/935	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2021%20Sep%202017%2014:53:45%20GMT	http://joaomalta.com.br/wp-content/uploads/2017/09/b4-ico-6.svg	C:/My%20Web%20Sites/http___joaomalta.com.br/joaomalta.com.br/wp-content/uploads/2017/09/b4-ico-6.svg	(from http://joaomalta.com.br/)
21:46:22	8597/8597	---M--	200	added ('OK')	image/png	etag:%225b761a-2195-559b4424ed040%22	http://joaomalta.com.br/wp-content/uploads/2017/09/b4-imagem-2.png	C:/My%20Web%20Sites/http___joaomalta.com.br/joaomalta.com.br/wp-content/uploads/2017/09/b4-imagem-2.png	(from http://joaomalta.com.br/)
21:46:29	141331/141331	---M--	200	added ('OK')	image/jpeg	etag:%225b7915-22813-55a5ae4c18ec0%22	http://joaomalta.com.br/wp-content/uploads/2017/09/jm_banner-site_170929_review2-1.jpg	C:/My%20Web%20Sites/http___joaomalta.com.br/joaomalta.com.br/wp-content/uploads/2017/09/jm_banner-site_170929_review2-1.jpg	(from http://joaomalta.com.br/)
21:46:52	977/977	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2021%20Sep%202017%2014:53:46%20GMT	http://joaomalta.com.br/wp-content/uploads/2017/09/b6-ico-1.svg	C:/My%20Web%20Sites/http___joaomalta.com.br/joaomalta.com.br/wp-content/uploads/2017/09/b6-ico-1.svg	(from http://joaomalta.com.br/)
21:46:53	547/547	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2021%20Sep%202017%2014:53:46%20GMT	http://joaomalta.com.br/wp-content/uploads/2017/09/b6-ico-2.svg	C:/My%20Web%20Sites/http___joaomalta.com.br/joaomalta.com.br/wp-content/uploads/2017/09/b6-ico-2.svg	(from http://joaomalta.com.br/)
21:46:53	823/823	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2021%20Sep%202017%2014:53:46%20GMT	http://joaomalta.com.br/wp-content/uploads/2017/09/b6-ico-3.svg	C:/My%20Web%20Sites/http___joaomalta.com.br/joaomalta.com.br/wp-content/uploads/2017/09/b6-ico-3.svg	(from http://joaomalta.com.br/)
21:46:53	2390/2390	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2021%20Sep%202017%2014:53:47%20GMT	http://joaomalta.com.br/wp-content/uploads/2017/09/b6-ico-4.svg	C:/My%20Web%20Sites/http___joaomalta.com.br/joaomalta.com.br/wp-content/uploads/2017/09/b6-ico-4.svg	(from http://joaomalta.com.br/)
21:46:56	36868/36868	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2025%20Jan%202021%2022:03:59%20GMT	http://maxcdn.bootstrapcdn.com/bootstrap/3.3.6/js/bootstrap.min.js	C:/My%20Web%20Sites/http___joaomalta.com.br/maxcdn.bootstrapcdn.com/bootstrap/3.3.6/js/bootstrap.min.js	(from http://joaomalta.com.br/)
21:46:58	3380/3380	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03ec3-d34%22	http://cdnjs.cloudflare.com/ajax/libs/jquery.matchHeight/0.7.2/jquery.matchHeight-min.js	C:/My%20Web%20Sites/http___joaomalta.com.br/cdnjs.cloudflare.com/ajax/libs/jquery.matchHeight/0.7.2/jquery.matchHeight-min.js	(from http://joaomalta.com.br/)
21:46:58	40401/40401	---M--	200	added ('OK')	application/x-javascript	date:Thu,%2021%20Sep%202017%2014:53:57%20GMT	http://joaomalta.com.br/wp-content/themes/joao_malta/js/owl.carousel.2.0.0-beta.2.4/owl.carousel.min.js	C:/My%20Web%20Sites/http___joaomalta.com.br/joaomalta.com.br/wp-content/themes/joao_malta/js/owl.carousel.2.0.0-beta.2.4/owl.carousel.min.js	(from http://joaomalta.com.br/)
21:46:59	1376/1376	---M--	200	added ('OK')	application/x-javascript	date:Sat,%2007%20Oct%202017%2010:43:04%20GMT	http://joaomalta.com.br/wp-content/themes/joao_malta/js/init.js?v=1.32221	C:/My%20Web%20Sites/http___joaomalta.com.br/joaomalta.com.br/wp-content/themes/joao_malta/js/initfc66.js	(from http://joaomalta.com.br/)
21:47:00	13908/13908	---M--	200	added ('OK')	application/x-javascript	date:Thu,%2021%20Sep%202017%2014:53:52%20GMT	http://joaomalta.com.br/wp-content/plugins/contact-form-7/includes/js/scripts.js?ver=4.9	C:/My%20Web%20Sites/http___joaomalta.com.br/joaomalta.com.br/wp-content/plugins/contact-form-7/includes/js/scripts33a6.js	(from http://joaomalta.com.br/)
21:47:00	1386/1386	---M--	200	added ('OK')	application/x-javascript	date:Thu,%2015%20Apr%202021%2006:29:48%20GMT	http://joaomalta.com.br/wp-includes/js/wp-embed.min.js?ver=4.8.17	C:/My%20Web%20Sites/http___joaomalta.com.br/joaomalta.com.br/wp-includes/js/wp-embed.min6712.js	(from http://joaomalta.com.br/)
21:47:01	11254/11254	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2024%20Jun%202021%2000:38:55%20GMT	http://joaomalta.com.br/wp-content/themes/joao_malta/js/owl.carousel.2.0.0-beta.2.4/assets/owl.video.play.png	C:/My%20Web%20Sites/http___joaomalta.com.br/joaomalta.com.br/wp-content/themes/joao_malta/js/owl.carousel.2.0.0-beta.2.4/assets/owl.video.play.png	(from http://joaomalta.com.br/wp-content/themes/joao_malta/js/owl.carousel.2.0.0-beta.2.4/assets/owl.carousel.css)
21:47:04	21504/21504	---M--	200	added ('OK')	text/plain	etag:%225b66c8-5400-559b441f342c0%22	http://joaomalta.com.br/wp-content/themes/joao_malta/font/futura-bq-webfont.woff2	C:/My%20Web%20Sites/http___joaomalta.com.br/joaomalta.com.br/wp-content/themes/joao_malta/font/futura-bq-webfont.woff2	(from http://joaomalta.com.br/wp-content/themes/joao_malta/style.css?v=1624495617)
21:47:09	26916/26916	---M--	200	added ('OK')	text/plain	etag:%225b66be-6924-559b441f342c0%22	http://joaomalta.com.br/wp-content/themes/joao_malta/font/futura-bq-webfont.woff	C:/My%20Web%20Sites/http___joaomalta.com.br/joaomalta.com.br/wp-content/themes/joao_malta/font/futura-bq-webfont.woff	(from http://joaomalta.com.br/wp-content/themes/joao_malta/style.css?v=1624495617)
21:47:13	19648/19648	---M--	200	added ('OK')	text/plain	etag:%225b66ff-4cc0-559b441f342c0%22	http://joaomalta.com.br/wp-content/themes/joao_malta/font/futura-medium-webfont.woff2	C:/My%20Web%20Sites/http___joaomalta.com.br/joaomalta.com.br/wp-content/themes/joao_malta/font/futura-medium-webfont.woff2	(from http://joaomalta.com.br/wp-content/themes/joao_malta/style.css?v=1624495617)
21:47:17	25884/25884	---M--	200	added ('OK')	text/plain	etag:%225b66f8-651c-559b441f342c0%22	http://joaomalta.com.br/wp-content/themes/joao_malta/font/futura-medium-webfont.woff	C:/My%20Web%20Sites/http___joaomalta.com.br/joaomalta.com.br/wp-content/themes/joao_malta/font/futura-medium-webfont.woff	(from http://joaomalta.com.br/wp-content/themes/joao_malta/style.css?v=1624495617)
21:47:18	384161/384161	---M--	200	added ('OK')	image/png	etag:%225b74cf-5dca1-55b1e63db0d80%22	http://joaomalta.com.br/wp-content/uploads/2017/09/BG-laranja.png	C:/My%20Web%20Sites/http___joaomalta.com.br/joaomalta.com.br/wp-content/uploads/2017/09/BG-laranja.png	(from http://joaomalta.com.br/)
21:47:21	22140/22140	---M--	200	added ('OK')	text/plain	etag:%225b6715-567c-559b441f342c0%22	http://joaomalta.com.br/wp-content/themes/joao_malta/font/futura-mediumitalic-webfont.woff2	C:/My%20Web%20Sites/http___joaomalta.com.br/joaomalta.com.br/wp-content/themes/joao_malta/font/futura-mediumitalic-webfont.woff2	(from http://joaomalta.com.br/wp-content/themes/joao_malta/style.css?v=1624495617)
21:47:23	28908/28908	---M--	200	added ('OK')	text/plain	etag:%225b6708-70ec-559b441f342c0%22	http://joaomalta.com.br/wp-content/themes/joao_malta/font/futura-mediumitalic-webfont.woff	C:/My%20Web%20Sites/http___joaomalta.com.br/joaomalta.com.br/wp-content/themes/joao_malta/font/futura-mediumitalic-webfont.woff	(from http://joaomalta.com.br/wp-content/themes/joao_malta/style.css?v=1624495617)
21:47:25	23240/23240	---M--	200	added ('OK')	text/plain	etag:%225b66ed-5ac8-559b441f342c0%22	http://joaomalta.com.br/wp-content/themes/joao_malta/font/futura-condensedmedium-webfont.woff2	C:/My%20Web%20Sites/http___joaomalta.com.br/joaomalta.com.br/wp-content/themes/joao_malta/font/futura-condensedmedium-webfont.woff2	(from http://joaomalta.com.br/wp-content/themes/joao_malta/style.css?v=1624495617)
21:47:28	29540/29540	---M--	200	added ('OK')	text/plain	etag:%225b66e3-7364-559b441f342c0%22	http://joaomalta.com.br/wp-content/themes/joao_malta/font/futura-condensedmedium-webfont.woff	C:/My%20Web%20Sites/http___joaomalta.com.br/joaomalta.com.br/wp-content/themes/joao_malta/font/futura-condensedmedium-webfont.woff	(from http://joaomalta.com.br/wp-content/themes/joao_malta/style.css?v=1624495617)
21:47:28	20544/20544	---M--	200	added ('OK')	text/plain	etag:%225b66d9-5040-559b441f342c0%22	http://joaomalta.com.br/wp-content/themes/joao_malta/font/futura-condensedextrabold-webfont.woff2	C:/My%20Web%20Sites/http___joaomalta.com.br/joaomalta.com.br/wp-content/themes/joao_malta/font/futura-condensedextrabold-webfont.woff2	(from http://joaomalta.com.br/wp-content/themes/joao_malta/style.css?v=1624495617)
21:47:30	10475/10475	---M--	200	added ('OK')	image/png	etag:%225b6743-28eb-559b442028500%22	http://joaomalta.com.br/wp-content/themes/joao_malta/img/b2-bg.png	C:/My%20Web%20Sites/http___joaomalta.com.br/joaomalta.com.br/wp-content/themes/joao_malta/img/b2-bg.png	(from http://joaomalta.com.br/wp-content/themes/joao_malta/style.css?v=1624495617)
21:47:30	847/847	---M--	200	added ('OK')	image/gif	etag:%225b3343-34f-559b4415aac40%22	http://joaomalta.com.br/wp-content/plugins/contact-form-7/images/ajax-loader.gif	C:/My%20Web%20Sites/http___joaomalta.com.br/joaomalta.com.br/wp-content/plugins/contact-form-7/images/ajax-loader.gif	(from http://joaomalta.com.br/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=4.9)
21:47:31	26732/26732	---M--	200	added ('OK')	text/plain	etag:%225b66d1-686c-559b441f342c0%22	http://joaomalta.com.br/wp-content/themes/joao_malta/font/futura-condensedextrabold-webfont.woff	C:/My%20Web%20Sites/http___joaomalta.com.br/joaomalta.com.br/wp-content/themes/joao_malta/font/futura-condensedextrabold-webfont.woff	(from http://joaomalta.com.br/wp-content/themes/joao_malta/style.css?v=1624495617)
21:47:31	18121/18121	---M--	200	added ('OK')	image/png	etag:%225b6759-46c9-559b442028500%22	http://joaomalta.com.br/wp-content/themes/joao_malta/img/dep-detalhe.png	C:/My%20Web%20Sites/http___joaomalta.com.br/joaomalta.com.br/wp-content/themes/joao_malta/img/dep-detalhe.png	(from http://joaomalta.com.br/wp-content/themes/joao_malta/style.css?v=1624495617)
21:47:32	12136/12136	---M--	200	added ('OK')	text/plain	etag:%225b632a-2f68-559b445778780%22	http://joaomalta.com.br/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons.eot?5510888	C:/My%20Web%20Sites/http___joaomalta.com.br/joaomalta.com.br/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons90c6.eot	(from http://joaomalta.com.br/wp-content/plugins/revslider/public/assets/css/settings.css?ver=5.1.6)
21:47:32	7536/7536	---M--	200	added ('OK')	text/plain	etag:%225b634c-1d70-559b445778780%22	http://joaomalta.com.br/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons.woff?5510888	C:/My%20Web%20Sites/http___joaomalta.com.br/joaomalta.com.br/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons90c6.woff	(from http://joaomalta.com.br/wp-content/plugins/revslider/public/assets/css/settings.css?ver=5.1.6)
21:47:32	13532/13532	---M--	200	added ('OK')	image/svg+xml	etag:%225b6335-34dc-559b445778780%22	http://joaomalta.com.br/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons.svg?5510888	C:/My%20Web%20Sites/http___joaomalta.com.br/joaomalta.com.br/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons90c6.svg	(from http://joaomalta.com.br/wp-content/plugins/revslider/public/assets/css/settings.css?ver=5.1.6)
21:47:33	326/326	---M--	200	added ('OK')	application/x-123	etag:%225b6196-146-559b444371840%22	http://joaomalta.com.br/wp-content/plugins/revslider/public/assets/css/openhand.cur	C:/My%20Web%20Sites/http___joaomalta.com.br/joaomalta.com.br/wp-content/plugins/revslider/public/assets/css/openhand.123	(from http://joaomalta.com.br/wp-content/plugins/revslider/public/assets/css/settings.css?ver=5.1.6)
21:47:33	326/326	---M--	200	added ('OK')	application/x-123	etag:%225b6181-146-559b444371840%22	http://joaomalta.com.br/wp-content/plugins/revslider/public/assets/css/closedhand.cur	C:/My%20Web%20Sites/http___joaomalta.com.br/joaomalta.com.br/wp-content/plugins/revslider/public/assets/css/closedhand.123	(from http://joaomalta.com.br/wp-content/plugins/revslider/public/assets/css/settings.css?ver=5.1.6)
21:47:33	933/933	---M--	200	added ('OK')	image/png	date:Thu,%2021%20Sep%202017%2014:54:17%20GMT	http://joaomalta.com.br/wp-content/plugins/revslider/public/assets/assets/gridtile.png	C:/My%20Web%20Sites/http___joaomalta.com.br/joaomalta.com.br/wp-content/plugins/revslider/public/assets/assets/gridtile.png	(from http://joaomalta.com.br/wp-content/plugins/revslider/public/assets/css/settings.css?ver=5.1.6)
21:47:33	931/931	---M--	200	added ('OK')	image/png	date:Thu,%2021%20Sep%202017%2014:54:17%20GMT	http://joaomalta.com.br/wp-content/plugins/revslider/public/assets/assets/gridtile_white.png	C:/My%20Web%20Sites/http___joaomalta.com.br/joaomalta.com.br/wp-content/plugins/revslider/public/assets/assets/gridtile_white.png	(from http://joaomalta.com.br/wp-content/plugins/revslider/public/assets/css/settings.css?ver=5.1.6)
21:47:33	11968/11968	---M--	200	added ('OK')	text/plain	etag:%225b6340-2ec0-559b445778780%22	http://joaomalta.com.br/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons.ttf?5510888	C:/My%20Web%20Sites/http___joaomalta.com.br/joaomalta.com.br/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons90c6.ttf	(from http://joaomalta.com.br/wp-content/plugins/revslider/public/assets/css/settings.css?ver=5.1.6)
21:47:33	938/938	---M--	200	added ('OK')	image/png	date:Thu,%2021%20Sep%202017%2014:54:17%20GMT	http://joaomalta.com.br/wp-content/plugins/revslider/public/assets/assets/gridtile_3x3.png	C:/My%20Web%20Sites/http___joaomalta.com.br/joaomalta.com.br/wp-content/plugins/revslider/public/assets/assets/gridtile_3x3.png	(from http://joaomalta.com.br/wp-content/plugins/revslider/public/assets/css/settings.css?ver=5.1.6)
21:47:34	935/935	---M--	200	added ('OK')	image/png	date:Thu,%2021%20Sep%202017%2014:54:17%20GMT	http://joaomalta.com.br/wp-content/plugins/revslider/public/assets/assets/gridtile_3x3_white.png	C:/My%20Web%20Sites/http___joaomalta.com.br/joaomalta.com.br/wp-content/plugins/revslider/public/assets/assets/gridtile_3x3_white.png	(from http://joaomalta.com.br/wp-content/plugins/revslider/public/assets/css/settings.css?ver=5.1.6)
21:47:34	184/184	---M--	200	added ('OK')	image/png	date:Thu,%2021%20Sep%202017%2014:54:17%20GMT	http://joaomalta.com.br/wp-content/plugins/revslider/public/assets/assets/coloredbg.png	C:/My%20Web%20Sites/http___joaomalta.com.br/joaomalta.com.br/wp-content/plugins/revslider/public/assets/assets/coloredbg.png	(from http://joaomalta.com.br/wp-content/plugins/revslider/public/assets/css/settings.css?ver=5.1.6)
21:47:34	2545/2545	---M--	200	added ('OK')	image/gif	etag:%225b6102-9f1-559b444371840%22	http://joaomalta.com.br/wp-content/plugins/revslider/public/assets/assets/loader.gif	C:/My%20Web%20Sites/http___joaomalta.com.br/joaomalta.com.br/wp-content/plugins/revslider/public/assets/assets/loader.gif	(from http://joaomalta.com.br/wp-content/plugins/revslider/public/assets/css/settings.css?ver=5.1.6)
21:47:35	11254/11254	---MC-	404	error ('Not%20Found')	text/html	date:Thu,%2024%20Jun%202021%2000:48:43%20GMT	http://joaomalta.com.br/TweenLite.js	C:/My%20Web%20Sites/http___joaomalta.com.br/joaomalta.com.br/TweenLite.js	(from http://joaomalta.com.br/wp-content/plugins/revslider/public/assets/js/jquery.themepunch.tools.min.js?ver=5.1.6)
21:47:37	11254/11254	---MC-	404	error ('Not%20Found')	text/html	date:Thu,%2024%20Jun%202021%2000:48:44%20GMT	http://joaomalta.com.br/Version/	C:/My%20Web%20Sites/http___joaomalta.com.br/joaomalta.com.br/Version/index.html	(from http://joaomalta.com.br/wp-content/plugins/revslider/public/assets/js/jquery.themepunch.tools.min.js?ver=5.1.6)
